MUIDEN	MUDEID	MUNOMB	MUCODSIM
15677	28	BUENAVISTA - PROVIDENCIA	70110006
15678	28	CAIMITO - EL MAMÓN	70124001
15679	28	CAIMITO - SIETE PALMAS	70124002
15680	28	CAIMITO - ALFÉREZ	70124003
15681	28	CAIMITO - LOS CAYITOS	70124004
15682	28	CAIMITO - CANDELARIA	70124005
15683	28	CAIMITO - LA SOLERA	70124006
15684	28	CAIMITO - TOFEME	70124007
15685	28	CAIMITO - CEDEÑO	70124008
15686	28	CAIMITO - MOLINERO	70124009
15687	28	CAIMITO - NUEVA ESTACIÓN	70124010
15688	28	CAIMITO - LA MEJÍA	70124011
15689	28	CAIMITO - LAS PAVITAS	70124012
15690	28	CAIMITO - NUEVA ESTRELLA	70124013
15691	28	CAIMITO - NUEVA FE	70124014
15692	28	CAIMITO - PAMPUMA	70124015
15693	28	COLOSO - CHINULITO	70204002
15694	28	COLOSO - EL CERRO	70204004
15695	28	COLOSO - BAJO DON JUAN	70204005
15696	28	COLOSO - EL OJITO	70204006
15697	28	COLOSO - JONEY	70204007
15698	28	COROZAL - CANTAGALLO	70215001
15699	28	COROZAL - CHAPINERO	70215004
15700	28	COROZAL - DON ALONSO	70215005
15701	28	COROZAL - EL MAMÓN	70215006
15702	28	COROZAL - HATO NUEVO	70215009
15703	28	COROZAL - LAS LLANADAS	70215010
15704	28	COROZAL - LAS TINAS	70215011
15705	28	COROZAL - SAN JOSE DE PILETA	70215014
15706	28	COROZAL - EL RINCON DE LAS FLORES	70215016
15707	28	COROZAL - LAS PEÑAS	70215018
15708	28	COROZAL - CALLE NUEVA	70215019
15709	28	COROZAL - LA PANELA	70215020
15710	28	COROZAL - LAS BRUJAS	70215021
15711	28	COROZAL - VILLA NUEVA	70215022
15712	28	COVEÑAS - BOCA DE LA CIÉNAGA	70221001
15713	28	COVEÑAS - EL REPARO	70221002
15714	28	COVEÑAS - GUAYABAL	70221003
15715	28	COVEÑAS - PUNTA SECA	70221004
15716	28	COVEÑAS - EL MAMEY	70221005
15717	28	CHALÁN - LA CEIBA	70230001
15718	28	CHALÁN - ALEMANIA	70230002
15719	28	CHALÁN - MANZANARES	70230003
15720	28	EL ROBLE - CALLEJÓN	70233001
15721	28	EL ROBLE - CAYO DE PALMA	70233002
15722	28	EL ROBLE - CORNETA	70233003
15723	28	EL ROBLE - EL SITIO	70233004
15724	28	EL ROBLE - LAS TABLITAS	70233005
15725	28	EL ROBLE - PALMITAL	70233006
15726	28	EL ROBLE - PATILLAL	70233007
15727	28	EL ROBLE - PUEBLO NUEVO O GRILLO ALEGRE	70233008
15728	28	EL ROBLE - RANCHO DE LA CRUZ	70233009
15729	28	EL ROBLE - SAN FRANCISCO	70233010
15730	28	EL ROBLE - SANTA ROSA	70233011
15731	28	EL ROBLE - TIERRA SANTA	70233012
15732	28	EL ROBLE - VILLAVICENCIO	70233013
15733	28	GALERAS - BARAYA	70235001
15734	28	GALERAS - SAN ANDRÉS DE PALOMO	70235002
15735	28	GALERAS - SAN JOSÉ DE RIVERA	70235003
15736	28	GALERAS - PUEBLO NUEVO II	70235007
15737	28	GALERAS - PUEBLO NUEVO I (JUNÍN)	70235009
15738	28	GALERAS - PUERTO FRANCO	70235011
15739	28	GUARANDA - DIAZGRANADOS	70265002
15740	28	GUARANDA - GAVALDA	70265004
15741	28	GUARANDA - LA CONCORDIA	70265006
15742	28	GUARANDA - PALMARITICO	70265008
15743	28	GUARANDA - PUERTO LÓPEZ	70265009
15744	28	LA UNIÓN - CAYO DELGADO	70400001
15745	28	LA UNIÓN - PAJARITO	70400002
15746	28	LA UNIÓN - CASCARILLA	70400003
15747	28	LA UNIÓN - LAS PALMITAS	70400004
15748	28	LA UNIÓN - SABANETA	70400005
15749	28	LA UNIÓN - BOCA NEGRA	70400006
15750	28	LA UNIÓN - CONQUITOS	70400007
15751	28	LA UNIÓN - LA GLORIA	70400008
15752	28	LA UNIÓN - VILLA FÁTIMA	70400009
15753	28	LOS PALMITOS - EL COLEY	70418001
15754	28	LOS PALMITOS - EL PIÑAL	70418002
15755	28	LOS PALMITOS - PALMAS DE VINO	70418003
15756	28	LOS PALMITOS - SABANAS DE BELTRÁN	70418004
15757	28	LOS PALMITOS - SABANAS DE PEDRO	70418005
15758	28	LOS PALMITOS - HATILLO	70418006
15759	28	LOS PALMITOS - NARANJAL	70418007
15760	28	LOS PALMITOS - BIRMANIA	70418008
15761	28	MAJAGUAL - EL NARANJO	70429002
15762	28	MAJAGUAL - LA SIERPITA	70429005
15763	28	MAJAGUAL - LAS PALMITAS	70429006
15764	28	MAJAGUAL - PIZA	70429008
15765	28	MAJAGUAL - PUEBLONUEVO	70429009
15766	28	MAJAGUAL - SAN ROQUE	70429010
15767	28	MAJAGUAL - SANTANDER	70429011
15768	28	MAJAGUAL - TOMALA	70429012
15769	28	MAJAGUAL - ZAPATA	70429013
15770	28	MAJAGUAL - SINCELEJITO	70429014
15771	28	MAJAGUAL - BELLAVISTA	70429015
15772	28	MAJAGUAL - LEÓN BLANCO	70429016
15773	28	MAJAGUAL - PALMAR TIPICO	70429017
15774	28	MAJAGUAL - EDUARDO SANTOS	70429019
15775	28	MAJAGUAL - SAN MIGUEL	70429021
15776	28	MAJAGUAL - LAS CANDELARIAS	70429022
15777	28	MAJAGUAL - LOS PATOS	70429023
15778	28	MAJAGUAL - MIRAFLORES	70429024
15779	28	MAJAGUAL - PALMARITO	70429025
15780	28	MORROA - CAMBIMBA	70473001
15781	28	MORROA - EL RINCÓN	70473002
15782	28	MORROA - EL YESO	70473003
15783	28	MORROA - LAS FLORES	70473004
15784	28	MORROA - SABANETA	70473005
15785	28	MORROA - TUMBATORO	70473006
15786	28	MORROA - MEDELLÍN	70473008
15787	28	MORROA - SABANAS DE CALI	70473009
15788	28	MORROA - BRISAS DEL MAR	70473010
15789	28	OVEJAS - ALMAGRA	70508001
15790	28	OVEJAS - CANUTAL	70508002
15791	28	OVEJAS - CANUTALITO	70508003
15792	28	OVEJAS - CHENGUE	70508004
15793	28	OVEJAS - DAMASCO	70508005
15794	28	OVEJAS - DON GABRIEL	70508006
15795	28	OVEJAS - EL FLORAL	70508007
15796	28	OVEJAS - EL PALMAR	70508008
15797	28	OVEJAS - FLOR DEL MONTE	70508009
15798	28	OVEJAS - LA PEÑA	70508011
15799	28	OVEJAS - OSOS	70508012
15800	28	OVEJAS - PIJIGUAY	70508013
15801	28	OVEJAS - SAN RAFAEL	70508014
15802	28	OVEJAS - SALITRAL	70508015
15803	28	OVEJAS - LOMA DEL BANCO	70508016
15804	28	OVEJAS - SAN RAFAEL ALTO	70508018
15805	28	OVEJAS - BAJO EUROPA	70508019
15806	28	OVEJAS - BAJO GRANDE	70508020
15807	28	OVEJAS - BAJO LA PALMA	70508021
15808	28	OVEJAS - CENTRO MULA	70508022
15809	28	OVEJAS - LOS ANDES	70508023
15810	28	OVEJAS - MEDELLÍN	70508024
15811	28	OVEJAS - MIRAMAR	70508025
15812	28	OVEJAS - PEDREGAL	70508026
15813	28	OVEJAS - SAN FRANCISCO	70508027
15814	28	OVEJAS - SANTA ROSA	70508028
15815	28	OVEJAS - SANTAFÉ	70508029
15816	28	OVEJAS - VILLA COLOMBIA	70508030
15817	28	OVEJAS - ZAPATO # 2 PIJIGUAY	70508031
15818	28	PALMITO - ALGODONCILLO	70523001
15819	28	PALMITO - GUAIMARAL	70523002
15820	28	PALMITO - GUAIMI	70523003
15821	28	PALMITO - CENTRO AZUL	70523005
15822	28	PALMITO - CHUMPUNDÚN	70523006
15823	28	PALMITO - EL MARTILLO	70523007
15824	28	PALMITO - EL PALMAR BRILLANTE	70523008
15825	28	PALMITO - EL SABANAL	70523009
15826	28	PALMITO - LOS CASTILLOS	70523010
15827	28	PALMITO - MEDIA SOMBRA	70523011
15828	28	PALMITO - PUEBLECITO	70523012
15829	28	PALMITO - PUEBLO NUEVO	70523013
15830	28	PALMITO - SAN MIGUEL	70523014
15831	28	SAMPUÉS - BOSSA NAVARRO	70670001
15832	28	SAMPUÉS - CEJA DEL MANGO	70670002
15833	28	SAMPUÉS - ESCOBAR ABAJO	70670003
15834	28	SAMPUÉS - ESCOBAR ARRIBA	70670004
15835	28	SAMPUÉS - HUERTAS CHICAS	70670005
15836	28	SAMPUÉS - LA NEGRA	70670006
15837	28	SAMPUÉS - MATEO PÉREZ	70670007
15838	28	SAMPUÉS - SANTA INÉS DE PALITO	70670008
15839	28	SAMPUÉS - PIEDRAS BLANCAS	70670009
15840	28	SAMPUÉS - SABANALARGA	70670010
15841	28	SAMPUÉS - SAN LUIS	70670011
15842	28	SAMPUÉS - SEGOVIA	70670012
15843	28	SAMPUÉS - ACHIOTE	70670013
15844	28	SAMPUÉS - EL CAMPO	70670016
15845	28	SAMPUÉS - LOMA DE PIEDRA	70670017
15846	28	SAMPUÉS - MATA DE CAÑA	70670018
15847	28	SAMPUÉS - SILOE	70670019
15848	28	SAMPUÉS - LOS PÉREZ	70670020
15849	28	SAMPUÉS - VILLA NUEVA	70670022
15850	28	SAN BENITO ABAD - CUIVA	70678002
15851	28	SAN BENITO ABAD - JEGUA	70678003
15852	28	SAN BENITO ABAD - LA CEIBA	70678004
15853	28	SAN BENITO ABAD - CORRAL VIEJO (LOS ANGELES)	70678006
15854	28	SAN BENITO ABAD - PUNTA DE BLANCO	70678007
15855	28	SAN BENITO ABAD - SAN ROQUE	70678009
15856	28	SAN BENITO ABAD - SANTIAGO APOSTOL	70678010
15857	28	SAN BENITO ABAD - DOÑA ANA	70678011
15858	28	SAN BENITO ABAD - GUAYABAL	70678012
15859	28	SAN BENITO ABAD - EL LIMÓN	70678013
15860	28	SAN BENITO ABAD - LA VENTURA	70678015
15861	28	SAN BENITO ABAD - PUNTA NUEVA	70678020
15862	28	SAN BENITO ABAD - CIÉNAGA NUEVA	70678022
15863	28	SAN BENITO ABAD - LAS DELICIAS	70678023
15864	28	SAN BENITO ABAD - CISPATACA	70678025
15865	28	SAN BENITO ABAD - SAN ISIDRO	70678026
15866	28	SAN BENITO ABAD - VILLA NUEVA	70678027
15867	28	SAN BENITO ABAD - CORRAL VIEJO	70678028
15868	28	SAN BENITO ABAD - EL CAUCHAL	70678029
15869	28	SAN BENITO ABAD - LA MOLINA	70678032
15870	28	SAN BENITO ABAD - LAS CHISPAS	70678033
15871	28	SAN BENITO ABAD - RANCHO LA TÍA	70678034
15872	28	SAN JUAN DE BETULIA - ALBANIA	70702001
15873	28	SAN JUAN DE BETULIA - HATO VIEJO	70702002
15874	28	SAN JUAN DE BETULIA - SABANETA	70702004
15875	28	SAN JUAN DE BETULIA - VILLA LÓPEZ	70702005
15876	28	SAN JUAN DE BETULIA - LAS CRUCES	70702006
15877	28	SAN JUAN DE BETULIA - LOMA ALTA	70702007
15878	28	SAN JUAN DE BETULIA - SANTO TOMÁS	70702008
15879	28	SAN JUAN DE BETULIA - EL SOCORRO	70702009
15880	28	SAN MARCOS - BELÉN	70708001
15881	28	SAN MARCOS - BUENAVISTA	70708002
15882	28	SAN MARCOS - CANDELARIA	70708003
15883	28	SAN MARCOS - CAÑO PRIETO	70708004
15884	28	SAN MARCOS - CUENCA	70708005
15885	28	SAN MARCOS - EL LIMÓN	70708006
15886	28	SAN MARCOS - EL TABLÓN	70708007
15887	28	SAN MARCOS - EL TORNO	70708008
15888	28	SAN MARCOS - LAS FLORES	70708009
15889	28	SAN MARCOS - MONTEGRANDE	70708010
15890	28	SAN MARCOS - PALO ALTO	70708011
15891	28	SAN MARCOS - EL PITAL	70708012
15892	28	SAN MARCOS - SANTA INÉS	70708013
15893	28	SAN MARCOS - LA QUEBRADA	70708014
15894	28	SAN MARCOS - EL LLANO	70708015
15895	28	SAN MARCOS - NEIVA	70708017
15896	28	SAN MARCOS - CAYO DE LA CRUZ	70708021
15897	28	SAN MARCOS - EL OASIS	70708024
15898	28	SAN MARCOS - SAN FELIPE	70708028
15899	28	SAN MARCOS - SEHEBE	70708029
15900	28	SAN ONOFRE - AGUACATE	70713001
15901	28	SAN ONOFRE - BERLÍN	70713002
15902	28	SAN ONOFRE - BERRUGAS	70713003
15903	28	SAN ONOFRE - BUENOS AIRES	70713004
15904	28	SAN ONOFRE - LABARCÉS	70713005
15905	28	SAN ONOFRE - LIBERTAD	70713006
15906	28	SAN ONOFRE - PAJONAL	70713007
15907	28	SAN ONOFRE - PALO ALTO	70713008
15908	28	SAN ONOFRE - PLANPAREJO	70713009
15909	28	SAN ONOFRE - RINCÓN DEL MAR	70713010
15910	28	SAN ONOFRE - SABANAS DE MUCACAL	70713011
15911	28	SAN ONOFRE - SAN ANTONIO	70713012
15912	28	SAN ONOFRE - HIGUERÓN	70713014
15913	28	SAN ONOFRE - EL CHICHO	70713015
15914	28	SAN ONOFRE - BARRANCAS	70713016
15915	28	SAN ONOFRE - CERRO DE LAS CASAS	70713017
15916	28	SAN ONOFRE - PAJONALITO	70713018
15917	28	SAN ONOFRE - EL PUEBLITO	70713019
15918	28	SAN ONOFRE - AGUAS NEGRAS	70713020
15919	28	SAN ONOFRE - PALACIOS	70713021
15920	28	SAN ONOFRE - BOCA CERRADA	70713022
15921	28	SAN ONOFRE - PALMIRA	70713023
15922	28	SAN ONOFRE - ALTOS DE JULIO	70713024
15923	28	SAN ONOFRE - ARROYO SECO	70713025
15924	28	SAN ONOFRE - LAS BRISAS	70713026
15925	28	SAN ONOFRE - PISISI	70713027
15926	28	SAN ONOFRE - SABANAS DE RINCÓN	70713028
15927	28	SAN ONOFRE - SABANETICA	70713029
15928	28	SAN PEDRO - SAN MATEO	70717001
15929	28	SAN PEDRO - ROVIRA	70717002
15930	28	SAN PEDRO - NUMANCIA	70717003
15931	28	SAN PEDRO - EL BAJO DE LA ALEGRÍA	70717004
15932	28	SAN PEDRO - PERENDENGUE	70717005
15933	28	SAN LUIS DE SINCÉ - BAZÁN	70742002
15934	28	SAN LUIS DE SINCÉ - COCOROTE	70742004
15935	28	SAN LUIS DE SINCÉ - GRANADA	70742005
15936	28	SAN LUIS DE SINCÉ - LOS LIMONES	70742008
15937	28	SAN LUIS DE SINCÉ - VALENCIA	70742010
15938	28	SAN LUIS DE SINCÉ - VÉLEZ	70742011
15939	28	SAN LUIS DE SINCÉ - LA VIVIENDA	70742013
15940	28	SAN LUIS DE SINCÉ - PERENDENGUE	70742014
15941	28	SAN LUIS DE SINCÉ - GALÁPAGO	70742015
15942	28	SAN LUIS DE SINCÉ - MORALITO	70742016
15943	28	SUCRE - ARBOLEDA	70771001
15944	28	SUCRE - BAJOGRANDE	70771002
15945	28	SUCRE - CALZÓN BLANCO	70771003
15946	28	SUCRE - CAMAJÓN	70771004
15947	28	SUCRE - CAMPO ALEGRE	70771005
15948	28	SUCRE - CÓRDOBA	70771006
15949	28	SUCRE - EL CONGRESO	70771008
15950	28	SUCRE - ISLA DEL COCO	70771009
15951	28	SUCRE - ISLA GRANDE	70771010
15952	28	SUCRE - LA GUARIPA	70771011
15953	28	SUCRE - LA VENTURA	70771012
15954	28	SUCRE - MONTERÍA	70771013
15955	28	SUCRE - NARANJAL	70771015
15956	28	SUCRE - NARIÑO	70771016
15957	28	SUCRE - OREJERO	70771017
15958	28	SUCRE - SAN LUIS	70771018
15959	28	SUCRE - TRAVESÍA	70771019
15960	28	SUCRE - HATO NUEVO	70771020
15961	28	SUCRE - PAMPANILLA	70771021
15962	28	SUCRE - LA SOLERA	70771022
15963	28	SUCRE - BAJO PUREZA	70771023
15964	28	SUCRE - LA PALMA	70771024
15965	28	SUCRE - MACHETÓN	70771025
15966	28	SUCRE - MALAMBO	70771026
15967	28	SUCRE - SAN MATEO	70771027
15968	28	SUCRE - BUENAVISTA	70771028
15969	28	SUCRE - BUENOS AIRES	70771029
15970	28	SUCRE - CACAGUAL	70771030
15971	28	SUCRE - CANTARRANA	70771031
15972	28	SUCRE - CONCEPCIÓN	70771032
15973	28	SUCRE - CUCHARAL	70771033
15974	28	SUCRE - EL CEDRO	70771034
15975	28	SUCRE - EL GARZAL	70771035
15976	28	SUCRE - EL PAJONAL	70771036
15977	28	SUCRE - EL SOCORRO	70771037
15978	28	SUCRE - FUNDACIÓN	70771038
15979	28	SUCRE - GALINDO	70771039
15980	28	SUCRE - GARRAPATA	70771040
15981	28	SUCRE - GUAMALITO	70771041
15982	28	SUCRE - HUERTA GRANDE	70771042
15983	28	SUCRE - LA REDONDA	70771043
15984	28	SUCRE - LAS CARACUCHAS	70771044
15985	28	SUCRE - LAS CRUCES	70771045
15986	28	SUCRE - MOJANITA	70771046
15987	28	SUCRE - PUEBLO NUEVO	70771047
15988	28	SUCRE - QUITASUEÑO	70771048
15989	28	SUCRE - SAN CAYETANO	70771049
15990	28	SUCRE - SAN JOSÉ	70771050
15991	28	SUCRE - SAN JOSÉ CALASTRABA	70771051
15992	28	SUCRE - SAN RAFAEL	70771052
15993	28	SANTIAGO DE TOLÚ - NUEVA ERA	70820003
15994	28	SANTIAGO DE TOLÚ - PITA EN MEDIO	70820007
15995	28	SANTIAGO DE TOLÚ - PUERTO VIEJO	70820008
15996	28	SANTIAGO DE TOLÚ - PITA ABAJO	70820010
15997	28	SANTIAGO DE TOLÚ - SANTA LUCÍA	70820013
15998	28	TOLÚ VIEJO - CARACOL	70823001
15999	28	TOLÚ VIEJO - LAS PIEDRAS	70823002
16000	28	TOLÚ VIEJO - MACAJÁN	70823003
16001	28	TOLÚ VIEJO - PALMIRA	70823004
16002	28	TOLÚ VIEJO - VARSOVIA	70823005
16003	28	TOLÚ VIEJO - LA PICHE	70823006
16004	28	TOLÚ VIEJO - CIENAGUITA	70823007
16005	28	TOLÚ VIEJO - LA UNIÓN	70823008
16006	28	TOLÚ VIEJO - GUALÓN	70823010
16007	28	TOLÚ VIEJO - CAÑITO	70823011
16008	28	TOLÚ VIEJO - LA SIRIA	70823012
16009	28	TOLÚ VIEJO - LA FLORESTA	70823013
16010	28	TOLÚ VIEJO - LOS ALTOS	70823014
16011	28	TOLÚ VIEJO - NUEVA ESPERANZA	70823015
16012	28	TOLÚ VIEJO - EL MAMEY	70823016
16013	28	TOLÚ VIEJO - EL REPARO	70823017
16014	28	TOLÚ VIEJO - GUAYABAL	70823018
16015	28	TOLÚ VIEJO - MÓNACO	70823019
16016	28	TOLÚ VIEJO - PUNTA SECA-SANTAFÉ	70823020
16017	28	TOLÚ VIEJO - TORRENTE	70823021
16018	29	IBAGUÉ - BUENOS AIRES	73001001
16019	29	IBAGUÉ - DANTAS	73001004
16020	29	IBAGUÉ - JUNTAS	73001006
16021	29	IBAGUÉ - LAURELES	73001007
16022	29	IBAGUÉ - SAN BERNARDO	73001009
16023	29	IBAGUÉ - SAN JUAN DE LA CHINA	73001010
16024	29	IBAGUÉ - TAPIAS	73001011
16025	29	IBAGUÉ - TOCHE	73001012
16026	29	IBAGUÉ - VILLARESTREPO	73001013
16027	29	IBAGUÉ - LLANITOS	73001014
16028	29	IBAGUÉ - EL TOTUMO	73001015
16029	29	IBAGUÉ - LLANO DEL COMBEIMA	73001016
16030	29	IBAGUÉ - CARMEN DE BULIRA	73001017
16031	29	IBAGUÉ - EL RODEO	73001018
16032	29	IBAGUÉ - COELLO - COCORA	73001020
16033	29	IBAGUÉ - SANTA TERESA	73001024
16034	29	IBAGUÉ - PASTALES VIEJO	73001025
16035	29	IBAGUÉ - CHARCO RICO	73001026
16036	29	IBAGUÉ - PASTALES NUEVO	73001027
16037	29	IBAGUÉ - LA FLOR	73001028
16038	29	IBAGUÉ - GAMBOA	73001029
16039	29	IBAGUÉ - EL CAY	73001030
16040	29	IBAGUÉ - ALTO DE GUALANDAY	73001032
16041	29	IBAGUÉ - APARCO	73001034
16042	29	IBAGUÉ - BRICEÑO	73001036
16043	29	IBAGUÉ - CHEMBE	73001038
16044	29	IBAGUÉ - CHUCUNÍ	73001039
16045	29	IBAGUÉ - CURALITO	73001043
16046	29	IBAGUÉ - LA HELENA	73001047
16047	29	IBAGUÉ - LA MARÍA	73001048
16048	29	IBAGUÉ - LA MIEL	73001049
16049	29	IBAGUÉ - LA PALMILLA	73001050
16050	29	IBAGUÉ - LOS TÚNELES	73001057
16051	29	IBAGUÉ - PICO DE ORO	73001058
16052	29	IBAGUÉ - TRES ESQUINAS	73001059
16053	29	IBAGUÉ - CALANDAIMA	73001060
16054	29	IBAGUÉ - CATAIMA	73001061
16055	29	IBAGUÉ - EL INGENIO	73001062
16056	29	IBAGUÉ - SAN CAYETANO	73001063
16057	29	IBAGUÉ - GRANJA BUENOS AIRES	73001064
16058	29	ALPUJARRA - LA ARADA	73024001
16059	29	ALPUJARRA - EL CARMEN	73024002
16060	29	ALPUJARRA - AMESES	73024003
16061	29	ALPUJARRA - SAN LUIS	73024004
16062	29	ALPUJARRA - LA LINDOSA	73024005
16063	29	ALPUJARRA - ACHIRAL	73024006
16064	29	ALPUJARRA - VEGA GRANDE	73024007
16065	29	ALPUJARRA - LOS MEDIOS	73024008
16066	29	ALVARADO - CALDAS VIEJO	73026001
16067	29	ALVARADO - RINCÓN CHIPALO	73026004
16068	29	ALVARADO - VERACRUZ	73026005
16069	29	ALVARADO - LA TEBAIDA	73026008
16070	29	ALVARADO - TOTARITO	73026011
16071	29	AMBALEMA - CHORRILLO	73030002
16072	29	AMBALEMA - PAJONALES	73030004
16073	29	AMBALEMA - LA ALDEA EL DANUBIO	73030006
16074	29	AMBALEMA - BOQUERÓN	73030007
16075	29	ANZOÁTEGUI - LISBOA	73043001
16076	29	ANZOÁTEGUI - PALOMAR	73043002
16077	29	ANZOÁTEGUI - SANTA BÁRBARA	73043003
16078	29	ANZOÁTEGUI - SANTA RITA	73043004
16079	29	ARMERO - MÉNDEZ	73055002
16080	29	ARMERO - SAN PEDRO	73055003
16081	29	ARMERO - SAN FELIPE	73055004
16082	29	ARMERO - FUNDADORES	73055006
16083	29	ARMERO - NUEVO HORIZONTE	73055007
16084	29	ATACO - CAMPOHERMOSO	73067001
16085	29	ATACO - CASA DE ZINC	73067003
16086	29	ATACO - CASA VERDE	73067004
16087	29	ATACO - MESA DE POLE	73067005
16088	29	ATACO - POLECITO	73067006
16089	29	ATACO - SANTIAGO PÉREZ	73067007
16090	29	ATACO - ANDES ESTRELLAS	73067009
16091	29	ATACO - BERLÍN	73067010
16092	29	ATACO - MONTELORO	73067012
16093	29	ATACO - EL PAUJIL	73067014
16094	29	ATACO - LA CEJA (MESITAS)	73067015
16095	29	ATACO - CÓNDOR	73067016
16096	29	ATACO - POMARROSO	73067018
16097	29	ATACO - SAN ANTONIO POLE	73067019
16098	29	CAJAMARCA - ANAIME	73124001
16099	29	CASABIANCA - SAN JERÓNIMO	73152002
16100	29	CHAPARRAL - EL LIMÓN	73168004
16101	29	CHAPARRAL - LA MARINA	73168005
16102	29	CHAPARRAL - LA PROFUNDA	73168006
16103	29	CHAPARRAL - SAN JOSÉ DE LAS HERMOSAS	73168007
16104	29	CHAPARRAL - LA VIRGINIA BAJA	73168013
16105	29	CHAPARRAL - SAN BARTOLOMÉ DE AMOYA	73168015
16106	29	CHAPARRAL - RISARALDA CALARMA	73168016
16107	29	CHAPARRAL - HATO VIEJO	73168018
16108	29	COELLO - GUALANDAY	73200001
16109	29	COELLO - LA BARRIALOSA	73200002
16110	29	COELLO - LLANO DE LA VIRGEN	73200003
16111	29	COELLO - POTRERILLO	73200004
16112	29	COELLO - VEGA LOS PADRES	73200005
16113	29	COELLO - CAIMITO	73200006
16114	29	COELLO - CHAGUALA AFUERA	73200008
16115	29	COELLO - CUNIRA	73200009
16116	29	COELLO - DOSQUEBRADAS	73200010
16117	29	COELLO - LA ARENOSA	73200011
16118	29	COELLO - LA SALINA	73200012
16119	29	COELLO - LUCHA ADENTRO	73200013
16120	29	COELLO - LUCHA AFUERA	73200014
16121	29	COELLO - SANTA BÁRBARA	73200015
16122	29	COELLO - VINDI	73200016
16123	29	COELLO - CALABOZO	73200017
16124	29	COYAIMA - CASTILLA	73217001
16125	29	COYAIMA - MESAS SAN JUAN	73217003
16126	29	COYAIMA - SANTA MARTA	73217004
16127	29	COYAIMA - TOTARCO DINDE	73217005
16128	29	COYAIMA - GUAYAQUIL	73217011
16129	29	CUNDAY - LA AURORA	73226001
16130	29	CUNDAY - SAN PABLO	73226002
16131	29	CUNDAY - TRES ESQUINAS	73226003
16132	29	CUNDAY - VALENCIA	73226004
16133	29	CUNDAY - VARSOVIA	73226005
16134	29	CUNDAY - BUENAVISTA	73226007
16135	29	CUNDAY - EL REVES	73226008
16136	29	CUNDAY - LA VICTORIA	73226009
16137	29	DOLORES - AMBICÁ	73236001
16138	29	DOLORES - BERMEJO	73236002
16139	29	DOLORES - EL CARMEN	73236003
16140	29	DOLORES - RIONEGRO	73236004
16141	29	DOLORES - SAN ANDRÉS	73236005
16142	29	DOLORES - SAN JOSÉ	73236006
16143	29	DOLORES - LOS LLANITOS	73236007
16144	29	DOLORES - PALOS ALTOS	73236009
16145	29	DOLORES - LA SOLEDAD	73236010
16146	29	DOLORES - SAN PEDRO	73236011
16147	29	ESPINAL - CHICORAL	73268001
16148	29	ESPINAL - SAN FRANCISCO	73268003
16149	29	FALAN - FRÍAS	73270001
16150	29	FALAN - PIEDECUESTA	73270004
16151	29	FLANDES - EL COLEGIO	73275001
16152	29	FLANDES - TOPACIO	73275002
16153	29	FLANDES - ALFONSO LÓPEZ	73275003
16154	29	FLANDES - CAMALÁ	73275004
16155	29	FLANDES - PARADERO I	73275005
16156	29	FLANDES - PARADERO II (TARQUI)	73275006
16157	29	FLANDES - PUERTA BLANCA	73275007
16158	29	FLANDES - PARAÍSO	73275008
16159	29	FRESNO - BETANIA	73283001
16160	29	FRESNO - EL TABLAZO	73283003
16161	29	FRESNO - LA AGUADITA	73283004
16162	29	FRESNO - SAN BERNARDO	73283008
16163	29	FRESNO - AGUA CLARAS	73283009
16164	29	FRESNO - CAMPEÓN	73283010
16165	29	FRESNO - PIEDRA GRANDE	73283011
16166	29	FRESNO - BRISAS DEL GUALÍ	73283012
16167	29	GUAMO - CERROGORDO	73319001
16168	29	GUAMO - LA CHAMBA	73319002
16169	29	GUAMO - RINCÓN SANTO	73319004
16170	29	GUAMO - CHIPUELO ORIENTE	73319005
16171	29	GUAMO - GUAMAL	73319008
16172	29	GUAMO - LA TROJA	73319009
16173	29	GUAMO - LOMA DE LUISA	73319010
16174	29	GUAMO - BARROSO	73319011
16175	29	GUAMO - EL JARDÍN	73319012
16176	29	GUAMO - CAÑADA RODEO	73319013
16177	29	GUAMO - CHONTADURO	73319014
16178	29	GUAMO - PUEBLO NUEVO	73319015
16179	29	GUAMO - CEREZUELA GARZAS	73319016
16180	29	HERVEO - BRASIL	73347001
16181	29	HERVEO - LETRAS	73347003
16182	29	HERVEO - MESONES	73347004
16183	29	HERVEO - PADUA	73347005
16184	29	HONDA - PERICO	73349001
16185	29	ICONONZO - BALCONCITOS	73352001
16186	29	ICONONZO - BOQUERÓN	73352002
16187	29	ICONONZO - MUNDO NUEVO	73352003
16188	29	ICONONZO - PATECUINDE	73352005
16189	29	ICONONZO - CAFRERÍA	73352006
16190	29	LÉRIDA - DELICIAS	73408001
16191	29	LÉRIDA - SAN FRANCISCO DE LA SIERRA	73408002
16192	29	LÉRIDA - PADILLA	73408003
16193	29	LÉRIDA - IGUASITOS	73408005
16194	29	LÍBANO - CONVENIO	73411002
16195	29	LÍBANO - SAN FERNANDO	73411006
16196	29	LÍBANO - SANTA TERESA	73411007
16197	29	LÍBANO - TIERRADENTRO	73411008
16198	29	LÍBANO - CAMPO ALEGRE	73411009
16199	29	LÍBANO - SAN JORGE	73411010
16200	29	SAN SEBASTIÁN DE MARIQUITA - EL HATILLO	73443001
16201	29	SAN SEBASTIÁN DE MARIQUITA - LA CABAÑA	73443002
